Block Address,Block Address Expanded,City,State,n
15600 BLOCK  LANDING CREEK LN,15600 LANDING CREEK LN,Fort Worth,TX,1
15600 BLOCK  SWEETPINE LN,15600 SWEETPINE LN,Fort Worth,TX,2
15600 BLOCK  WHEELHORSE TRL,15600 WHEELHORSE TRL,Fort Worth,TX,1
15600 BLOCK D DOUBLE EAGLE BL,15600 DOUBLE EAGLE BL,Fort Worth,TX,1
15700 BLOCK  BENT ROSE WA,15700 BENT ROSE WAY,Fort Worth,TX,1
15700 BLOCK  LANDING CREEK LN,15700 LANDING CREEK LN,Fort Worth,TX,1
15700 BLOCK  NORTH FWY,15700 NORTH FREEWAY,Fort Worth,TX,1
15700 BLOCK  WHEELHORSE TRL,15700 WHEELHORSE TRL,Fort Worth,TX,1
15700 BLOCK D DOUBLE EAGLE BL,15700 DOUBLE EAGLE BL,Fort Worth,TX,1
15800 BLOCK  MIRASOL DR,15800 MIRASOL DR,Fort Worth,TX,1
15800 BLOCK D DOUBLE EAGLE BL,15800 DOUBLE EAGLE BL,Fort Worth,TX,1
15900 BLOCK  BLAKETREE DR,15900 BLAKETREE DR,Fort Worth,TX,1
15900 BLOCK  DOUBLE EAGLE BL,15900 DOUBLE EAGLE BL,Fort Worth,TX,1
15900 BLOCK  NORTH FWY,15900 NORTH FREEWAY,Fort Worth,TX,1
15900 BLOCK D DOUBLE EAGLE BL,15900 DOUBLE EAGLE BL,Fort Worth,TX,1
15900 BLOCK Y CHAMPIONSHIP PK,15900 CHAMPIONSHIP PK,Fort Worth,TX,2
1600 BLOCK  ALAMO BELL WA,1600 ALAMO BELL WAY,Fort Worth,TX,4
1600 BLOCK  ALTA MERE DR,1600 ALTA MERE DR,Fort Worth,TX,1
1600 BLOCK  ARBOR LN,1600 ARBOR LN,Fort Worth,TX,1
1600 BLOCK  ARBOR RIDGE DR,1600 ARBOR RIDGE DR,Fort Worth,TX,1
1600 BLOCK  ARIZONA AVE,1600 ARIZONA AVE,Fort Worth,TX,1
1600 BLOCK  AVE E,1600 AVE E,Fort Worth,TX,4
1600 BLOCK  BAURLINE ST,1600 BAURLINE ST,Fort Worth,TX,1
1600 BLOCK  BAXTER SPRINGS DR,1600 BAXTER SPRINGS DR,Fort Worth,TX,1
1600 BLOCK  BELMONT AVE,1600 BELMONT AVE,Fort Worth,TX,4
1600 BLOCK  BESSIE ST,1600 BESSIE ST,Fort Worth,TX,1
1600 BLOCK  BEVERLY AVE,1600 BEVERLY AVE,Fort Worth,TX,2
1600 BLOCK  BIRDS EYE RD,1600 BIRDS EYE RD,Fort Worth,TX,1
1600 BLOCK  BLUEBONNET DR,1600 BLUEBONNET DR,Fort Worth,TX,1
1600 BLOCK  BRADFORD PL,1600 BRADFORD PL,Fort Worth,TX,1
1600 BLOCK  BURMEISTER RD,1600 BURMEISTER RD,Fort Worth,TX,3
1600 BLOCK  CAMPBELL ST,1600 CAMPBELL ST,Fort Worth,TX,1
1600 BLOCK  CAROLINA RIDGE WA,1600 CAROLINA RIDGE WAY,Fort Worth,TX,2
1600 BLOCK  CAROLINA RIDGE WAY,1600 CAROLINA RIDGE WAY,Fort Worth,TX,4
1600 BLOCK  CLOVER LN,1600 CLOVER LN,Fort Worth,TX,4
1600 BLOCK  COLEMAN AV,1600 COLEMAN AV,Fort Worth,TX,1
1600 BLOCK  DANIEL ST,1600 DANIEL ST,Fort Worth,TX,4
1600 BLOCK  DELGA ST,1600 DELGA ST,Fort Worth,TX,1
1600 BLOCK  DESPERADO RD,1600 DESPERADO RD,Fort Worth,TX,5
1600 BLOCK  DILLARD ST,1600 DILLARD ST,Fort Worth,TX,4
1600 BLOCK  DUVAL ST,1600 DUVAL ST,Fort Worth,TX,1
1600 BLOCK  EAST FW,1600 EAST FW,Fort Worth,TX,1
1600 BLOCK  EAST FWY,1600 EAST FREEWAY,Fort Worth,TX,4
1600 BLOCK  EAST LOOP 820,1600 EAST LOOP INTERSTATE 820,Fort Worth,TX,9
1600 BLOCK  ETTA ST,1600 ETTA ST,Fort Worth,TX,1
1600 BLOCK  EVANS AV,1600 EVANS AV,Fort Worth,TX,5
1600 BLOCK  FAITH DR,1600 FAITH DR,Fort Worth,TX,1
1600 BLOCK  FENCE POST DR,1600 FENCE POST DR,Fort Worth,TX,1
1600 BLOCK  FOUR SEASONS LN,1600 FOUR SEASONS LN,Fort Worth,TX,7
1600 BLOCK  GAINSBOROUGH WA,1600 GAINSBOROUGH WAY,Fort Worth,TX,1
1600 BLOCK  GRADY LEE ST,1600 GRADY LEE ST,Fort Worth,TX,1
1600 BLOCK  GRANTLAND CI,1600 GRANTLAND CI,Fort Worth,TX,1
1600 BLOCK  HEDGEWOOD TR,1600 HEDGEWOOD TR,Fort Worth,TX,2
1600 BLOCK  HEDGEWOOD TRL,1600 HEDGEWOOD TRL,Fort Worth,TX,1
1600 BLOCK  HOLT ST,1600 HOLT ST,Fort Worth,TX,1
1600 BLOCK  HUNTING GREEN DR,1600 HUNTING GREEN DR,Fort Worth,TX,1
1600 BLOCK  IM. TERRELL WA,1600 IM. TERRELL WAY,Fort Worth,TX,2
1600 BLOCK  JANICE LN,1600 JANICE LN,Fort Worth,TX,1
1600 BLOCK  KENLEY ST,1600 KENLEY ST,Fort Worth,TX,1
1600 BLOCK  KENNEDY ST,1600 KENNEDY ST,Fort Worth,TX,1
1600 BLOCK  LAGONDA AVE,1600 LAGONDA AVE,Fort Worth,TX,3
1600 BLOCK  LIBERTY ST,1600 LIBERTY ST,Fort Worth,TX,2
1600 BLOCK  LINCOLN AVE,1600 LINCOLN AVE,Fort Worth,TX,1
1600 BLOCK  LITTLE ST,1600 LITTLE ST,Fort Worth,TX,1
1600 BLOCK  MALL CIR,1600 MALL CIR,Fort Worth,TX,2
1600 BLOCK  MARTEL AV,1600 MARTEL AV,Fort Worth,TX,1
1600 BLOCK  MARTEL AVE,1600 MARTEL AVE,Fort Worth,TX,1
1600 BLOCK  MISSISSIPPI AV,1600 MISSISSIPPI AV,Fort Worth,TX,1
1600 BLOCK  NORTH SOUTH FW,1600 NORTH SOUTH FW,Fort Worth,TX,25
1600 BLOCK  NORTHEAST LOOP 820,1600 NORTHEAST LOOP INTERSTATE 820,Fort Worth,TX,6
1600 BLOCK  NORTHWEST LOOP 820,1600 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,1
1600 BLOCK  PACIFIC PL,1600 PACIFIC PL,Fort Worth,TX,1
1600 BLOCK  PAMELA LN,1600 PAMELA LN,Fort Worth,TX,1
1600 BLOCK  PARK PLACE AV,1600 PARK PLACE AV,Fort Worth,TX,2
1600 BLOCK  QUEEN ST,1600 QUEEN ST,Fort Worth,TX,1
1600 BLOCK  QUEENS BROOK CT,1600 QUEENS BROOK CT,Fort Worth,TX,1
1600 BLOCK  RIALTO WA,1600 RIALTO WAY,Fort Worth,TX,4
1600 BLOCK  RIALTO WAY,1600 RIALTO WAY,Fort Worth,TX,1
1600 BLOCK  RIVER RUN,1600 RIVER RUN,Fort Worth,TX,1
1600 BLOCK  ROBERTS CUT OFF RD,1600 ROBERTS CUT OFF RD,Fort Worth,TX,1
1600 BLOCK  RUTHDALE DR,1600 RUTHDALE DR,Fort Worth,TX,1
1600 BLOCK  SKYLINE DR,1600 SKYLINE DR,Fort Worth,TX,1
1600 BLOCK  SMALL ST,1600 SMALL ST,Fort Worth,TX,1
1600 BLOCK  SOUTH FWY SR NB,1600 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,2
1600 BLOCK  SOUTH FWY SR SB,1600 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,1
1600 BLOCK  SOUTHEAST LOOP 820,1600 SOUTHEAST LOOP INTERSTATE 820,Fort Worth,TX,3
1600 BLOCK  SOUTHWEST LOOP 820,1600 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,1
1600 BLOCK  STELLA ST,1600 STELLA ST,Fort Worth,TX,1
1600 BLOCK  SUMMIT AV,1600 SUMMIT AV,Fort Worth,TX,4
1600 BLOCK  TERMINAL RD,1600 TERMINAL RD,Fort Worth,TX,1
1600 BLOCK  TEXAS ST,1600 TEXAS ST,Fort Worth,TX,5
1600 BLOCK  UVALDE ST,1600 UVALDE ST,Fort Worth,TX,2
1600 BLOCK  WARREN LN,1600 WARREN LN,Fort Worth,TX,1
1600 BLOCK  WASHINGTON AV,1600 WASHINGTON AV,Fort Worth,TX,4
1600 BLOCK  WATERS ST,1600 WATERS ST,Fort Worth,TX,9
1600 BLOCK  WATSON ST,1600 WATSON ST,Fort Worth,TX,1
1600 BLOCK  WEST FWY SR WB,1600 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,1
1600 BLOCK  WEST LOOP 820 NORTH,1600 WEST LOOP INTERSTATE 820 820 NORTH,Fort Worth,TX,1
1600 BLOCK  WHITE SETTLEMENT RD,1600 WHITE SETTLEMENT RD,Fort Worth,TX,1
1600 BLOCK  WILLOW PARK DR,1600 WILLOW PARK DR,Fort Worth,TX,1
1600 BLOCK  WIND STAR WA,1600 WIND STAR WAY,Fort Worth,TX,5
1600 BLOCK  WINDSONG TRL,1600 WINDSONG TRL,Fort Worth,TX,1
1600 BLOCK  WOODHALL WAY,1600 WOODHALL WAY,Fort Worth,TX,1
1600 BLOCK  YUMA ST,1600 YUMA ST,Fort Worth,TX,2
1600 BLOCK D GREEN OAKS BL,1600 GREEN OAKS BL,Fort Worth,TX,1
1600 BLOCK D MEACHAM BL,1600 MEACHAM BL,Fort Worth,TX,2
1600 BLOCK E HATTIE ST,1600 E HATTIE ST,Fort Worth,TX,1
1600 BLOCK E IH 820 FWY S,1600 E INTERSTATE 820 FREEWAY S,Fort Worth,TX,3
1600 BLOCK E NORTHSIDE DR,1600 E NORTHSIDE DR,Fort Worth,TX,1
1600 BLOCK E ROBERT ST,1600 E ROBERT ST,Fort Worth,TX,1
1600 BLOCK P CHISHOLM TRAIL SB EN RA,1600 CHISHOLM TRAIL EN,Fort Worth,TX,2
1600 BLOCK S IH 820 FW,1600 S INTERSTATE 820 FW,Fort Worth,TX,2
1600 BLOCK S UNIVERSITY DR,1600 S UNIVERSITY DR,Fort Worth,TX,3
1600 BLOCK Y AIRPORT FR,1600 AIRPORT FR,Fort Worth,TX,1
1600 BLOCK Y COLONIAL PK,1600 COLONIAL PK,Fort Worth,TX,1
1600 BLOCK Y EVERMAN PK,1600 EVERMAN PK,Fort Worth,TX,5
1600 BLOCK Y HERITAGE PK,1600 HERITAGE PK,Fort Worth,TX,1
1600 BLOCK Y HERITAGE TRACE PK,1600 HERITAGE TRACE PK,Fort Worth,TX,1
1600 BLOCK Y INTERMODAL PK,1600 INTERMODAL PK,Fort Worth,TX,1
16000 BLOCK  LABONTE LN,16000 LABONTE LN,Fort Worth,TX,1
16000 BLOCK  PETTY PLACE,16000 PETTY PLACE,Fort Worth,TX,1
16100 BLOCK  BLANCO LN,16100 BLANCO LN,Fort Worth,TX,2
16100 BLOCK  COWBOY TRL,16100 COWBOY TRL,Fort Worth,TX,3
16100 BLOCK  KIVA CT,16100 KIVA CT,Fort Worth,TX,3
16100 BLOCK  THREE WIDE DR,16100 THREE WIDE DR,Fort Worth,TX,3
16100 BLOCK  VICTORY CIR W,16100 VICTORY CIR W,Fort Worth,TX,1
16200 BLOCK  COWBOY TRL,16200 COWBOY TRL,Fort Worth,TX,3
16200 BLOCK  RED RIVER LN,16200 RED RIVER LN,Fort Worth,TX,1
16200 BLOCK  ROARING RIVER RD,16200 ROARING RIVER RD,Fort Worth,TX,2
16200 BLOCK  SHAWNEE TRL,16200 SHAWNEE TRL,Fort Worth,TX,1
16200 BLOCK  VICTORY CIR E,16200 VICTORY CIR E,Fort Worth,TX,1
16300 BLOCK  CANEY FORK DR,16300 CANEY FORK DR,Fort Worth,TX,2
16300 BLOCK  COWBOY TR,16300 COWBOY TR,Fort Worth,TX,1
16300 BLOCK  ELEMENTARY DR,16300 ELEMENTARY DR,Fort Worth,TX,1
16300 BLOCK  RED RIVER LN,16300 RED RIVER LN,Fort Worth,TX,4
16300 BLOCK  VICTORY CIR E,16300 VICTORY CIR E,Fort Worth,TX,4
16300 BLOCK  VICTORY CIR W,16300 VICTORY CIR W,Fort Worth,TX,1
16400 BLOCK  BLUE MOUND RD,16400 BLUE MOUND RD,Fort Worth,TX,1
16400 BLOCK  COWBOY TRL,16400 COWBOY TRL,Fort Worth,TX,2
16400 BLOCK  VICTORY CIR W,16400 VICTORY CIR W,Fort Worth,TX,4
16500 BLOCK  JASMINE SPRINGS DR,16500 JASMINE SPRINGS DR,Fort Worth,TX,2
16500 BLOCK  RED RIVER LN,16500 RED RIVER LN,Fort Worth,TX,1
16600 BLOCK  FORD OAKS LN,16600 FORD OAKS LN,Fort Worth,TX,2
16600 BLOCK  VICTORY CIR E,16600 VICTORY CIR E,Fort Worth,TX,3
16600 BLOCK  WINDTHORST WA,16600 WINDTHORST WAY,Fort Worth,TX,4
16600 BLOCK  WINDTHORST WAY,16600 WINDTHORST WAY,Fort Worth,TX,2
16700 BLOCK  FORD OAKS LN,16700 FORD OAKS LN,Fort Worth,TX,1
16700 BLOCK  VICTORY CIR W,16700 VICTORY CIR W,Fort Worth,TX,1
16700 BLOCK  WINDTHORST WA,16700 WINDTHORST WAY,Fort Worth,TX,3
16700 BLOCK  WINDTHORST WAY,16700 WINDTHORST WAY,Fort Worth,TX,2
16800 BLOCK  PINERY WA,16800 PINERY WAY,Fort Worth,TX,2
16800 BLOCK  PINERY WAY,16800 PINERY WAY,Fort Worth,TX,4
16900 BLOCK  PINERY WA,16900 PINERY WAY,Fort Worth,TX,1
1700 BLOCK  5TH AVE,1700 5TH AVE,Fort Worth,TX,1
1700 BLOCK  8TH AV,1700 8TH AV,Fort Worth,TX,1
1700 BLOCK  ALEMEDA ST,1700 ALEMEDA ST,Fort Worth,TX,1
1700 BLOCK  ALSTON AVE,1700 ALSTON AVE,Fort Worth,TX,2
1700 BLOCK  AMANDA AVE,1700 AMANDA AVE,Fort Worth,TX,2
1700 BLOCK  ARBUCKLE DR,1700 ARBUCKLE DR,Fort Worth,TX,1
1700 BLOCK  AVE B,1700 AVE B,Fort Worth,TX,2
1700 BLOCK  AVE E,1700 AVE E,Fort Worth,TX,5
1700 BLOCK  AZTECA DR,1700 AZTECA DR,Fort Worth,TX,2
1700 BLOCK  BARRON LN,1700 BARRON LN,Fort Worth,TX,1
1700 BLOCK  BASSETT HOUND DR,1700 BASSETT HOUND DR,Fort Worth,TX,1
1700 BLOCK  BAXTER SPRINGS DR,1700 BAXTER SPRINGS DR,Fort Worth,TX,3
1700 BLOCK  BRADFORD PL,1700 BRADFORD PL,Fort Worth,TX,3
1700 BLOCK  BRENNAN AVE,1700 BRENNAN AVE,Fort Worth,TX,3
1700 BLOCK  CAMPBELL ST,1700 CAMPBELL ST,Fort Worth,TX,1
1700 BLOCK  CARL ST,1700 CARL ST,Fort Worth,TX,1
1700 BLOCK  CARLETON AV,1700 CARLETON AV,Fort Worth,TX,1
1700 BLOCK  CARLETON AVE,1700 CARLETON AVE,Fort Worth,TX,1
1700 BLOCK  CHRISTOPHER DR,1700 CHRISTOPHER DR,Fort Worth,TX,1
1700 BLOCK  COLLEGE AVE,1700 COLLEGE AVE,Fort Worth,TX,1
1700 BLOCK  CRESTED BUTTE DR,1700 CRESTED BUTTE DR,Fort Worth,TX,2
1700 BLOCK  DENVER AV,1700 DENVER AV,Fort Worth,TX,3
1700 BLOCK  DENVER AVE,1700 DENVER AVE,Fort Worth,TX,2
1700 BLOCK  DORCHESTER ST,1700 DORCHESTER ST,Fort Worth,TX,2
1700 BLOCK  DRUID CT,1700 DRUID CT,Fort Worth,TX,1
1700 BLOCK  EAST FWY,1700 EAST FREEWAY,Fort Worth,TX,1
1700 BLOCK  EAST LANCASTER AVE,1700 EAST LANCASTER AVE,Fort Worth,TX,1
1700 BLOCK  EAST LOOP 820,1700 EAST LOOP INTERSTATE 820,Fort Worth,TX,22
1700 BLOCK  EAST LOOP 820 SOUTH,1700 EAST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,5
1700 BLOCK  ELLINGTON DR,1700 ELLINGTON DR,Fort Worth,TX,1
1700 BLOCK  ETTA ST,1700 ETTA ST,Fort Worth,TX,1
1700 BLOCK  EVANS AV,1700 EVANS AV,Fort Worth,TX,2
1700 BLOCK  EVANS AVE,1700 EVANS AVE,Fort Worth,TX,4
1700 BLOCK  GAINSBOROUGH WA,1700 GAINSBOROUGH WAY,Fort Worth,TX,10
1700 BLOCK  GALVESTON AV,1700 GALVESTON AV,Fort Worth,TX,3
1700 BLOCK  GENDY ST,1700 GENDY ST,Fort Worth,TX,1
1700 BLOCK  GLENMORE AV,1700 GLENMORE AV,Fort Worth,TX,1
1700 BLOCK  GLENWICK DR,1700 GLENWICK DR,Fort Worth,TX,2
1700 BLOCK  GRAVEL DR,1700 GRAVEL DR,Fort Worth,TX,1
1700 BLOCK  GREENFIELD AV,1700 GREENFIELD AV,Fort Worth,TX,1
1700 BLOCK  HANDLEY DR,1700 HANDLEY DR,Fort Worth,TX,1
1700 BLOCK  I-30 EAST FWY WB,1700 I-30 EAST FREEWAY,Fort Worth,TX,1
1700 BLOCK  JACKSBORO HWY,1700 JACKSBORO HWY,Fort Worth,TX,2
1700 BLOCK  JESSIE ST,1700 JESSIE ST,Fort Worth,TX,1
1700 BLOCK  JOCYLE ST,1700 JOCYLE ST,Fort Worth,TX,2
1700 BLOCK  LADY RACHAEL CT,1700 LADY RACHAEL CT,Fort Worth,TX,2
1700 BLOCK  LAGONDA AVE,1700 LAGONDA AVE,Fort Worth,TX,4
1700 BLOCK  LIPSCOMB ST,1700 LIPSCOMB ST,Fort Worth,TX,1
1700 BLOCK  MALL CIR,1700 MALL CIR,Fort Worth,TX,1
1700 BLOCK  MANOR CT,1700 MANOR CT,Fort Worth,TX,2
1700 BLOCK  MILLER AVE,1700 MILLER AVE,Fort Worth,TX,1
1700 BLOCK  MONTCLAIR DR,1700 MONTCLAIR DR,Fort Worth,TX,1
1700 BLOCK  MUSE ST,1700 MUSE ST,Fort Worth,TX,1
1700 BLOCK  NORTH SOUTH FW,1700 NORTH SOUTH FW,Fort Worth,TX,19
1700 BLOCK  NORTHEAST LOOP 820,1700 NORTHEAST LOOP INTERSTATE 820,Fort Worth,TX,5
1700 BLOCK  NORTHWEST LOOP 820,1700 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,4
1700 BLOCK  NORTHWEST LOOP 820 FWY W,1700 NORTHWEST LOOP INTERSTATE 820 820 FREEWAY W,Fort Worth,TX,1
1700 BLOCK  PARK VISTA DR,1700 PARK VISTA DR,Fort Worth,TX,2
1700 BLOCK  PROVINE ST,1700 PROVINE ST,Fort Worth,TX,1
1700 BLOCK  QUAIL GROVE DR,1700 QUAIL GROVE DR,Fort Worth,TX,1
1700 BLOCK  QUEEN ST,1700 QUEEN ST,Fort Worth,TX,3
1700 BLOCK  RANSOM TE,1700 RANSOM TE,Fort Worth,TX,1
1700 BLOCK  RIALTO WA,1700 RIALTO WAY,Fort Worth,TX,3
1700 BLOCK  RIALTO WAY,1700 RIALTO WAY,Fort Worth,TX,2
1700 BLOCK  ROBINWOOD DR,1700 ROBINWOOD DR,Fort Worth,TX,2
1700 BLOCK  SANDY LN,1700 SANDY LN,Fort Worth,TX,1
1700 BLOCK  SOUTH FWY,1700 SOUTH FREEWAY,Fort Worth,TX,3
1700 BLOCK  SOUTHEAST LOOP 820 FWY,1700 SOUTHEAST LOOP INTERSTATE 820 820 FREEWAY,Fort Worth,TX,1
1700 BLOCK  SOUTHERN ST,1700 SOUTHERN ST,Fort Worth,TX,3
1700 BLOCK  SOUTHWEST LOOP 820,1700 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,15
1700 BLOCK  SOUTHWEST LOOP 820 WB SR,1700 SOUTHWEST LOOP INTERSTATE 820 820 SERVICE ROAD,Fort Worth,TX,1
1700 BLOCK  SPICEWOOD TR,1700 SPICEWOOD TR,Fort Worth,TX,2
1700 BLOCK  TERMINAL RD,1700 TERMINAL RD,Fort Worth,TX,1
1700 BLOCK  THORNTREE LN,1700 THORNTREE LN,Fort Worth,TX,2
1700 BLOCK  TOM LANDRY HWY,1700 TOM LANDRY HWY,Fort Worth,TX,1
1700 BLOCK  TREGO DR,1700 TREGO DR,Fort Worth,TX,1
1700 BLOCK  UNIVERSITY DR,1700 UNIVERSITY DR,Fort Worth,TX,1
1700 BLOCK  VINEWOOD ST,1700 VINEWOOD ST,Fort Worth,TX,3
1700 BLOCK  WALLACE ST,1700 WALLACE ST,Fort Worth,TX,3
1700 BLOCK  WASHINGTON AV,1700 WASHINGTON AV,Fort Worth,TX,1
1700 BLOCK  WATAUGA RD,1700 WATAUGA RD,Fort Worth,TX,1
1700 BLOCK  WESLEYAN ST,1700 WESLEYAN ST,Fort Worth,TX,1
1700 BLOCK  WEST FWY SR WB,1700 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,1
1700 BLOCK  WEST LOOP 820 NORTH,1700 WEST LOOP INTERSTATE 820 820 NORTH,Fort Worth,TX,3
1700 BLOCK  WEST LOOP 820 SOUTH,1700 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,2
1700 BLOCK  WHISPERING COVE TRL,1700 WHISPERING COVE TRL,Fort Worth,TX,1
1700 BLOCK  WHITE FEATHER LN,1700 WHITE FEATHER LN,Fort Worth,TX,3
1700 BLOCK  WHITE SETTLEMENT RD,1700 WHITE SETTLEMENT RD,Fort Worth,TX,1
1700 BLOCK  WHITTENBURG DR,1700 WHITTENBURG DR,Fort Worth,TX,2
1700 BLOCK  WILD WILLOW TR,1700 WILD WILLOW TR,Fort Worth,TX,1
1700 BLOCK  WILD WILLOW TRL,1700 WILD WILLOW TRL,Fort Worth,TX,3
1700 BLOCK  WILLOW VALE DR,1700 WILLOW VALE DR,Fort Worth,TX,3
1700 BLOCK  WILSON RD,1700 WILSON RD,Fort Worth,TX,1
1700 BLOCK  WIND DANCER TR,1700 WIND DANCER TR,Fort Worth,TX,2
1700 BLOCK  WIND STAR WA,1700 WIND STAR WAY,Fort Worth,TX,3
1700 BLOCK  WINDSONG TR,1700 WINDSONG TR,Fort Worth,TX,2
1700 BLOCK  WURZBURG DR,1700 WURZBURG DR,Fort Worth,TX,1
1700 BLOCK 0 WINDSONG TR 10,1700 0 WINDSONG TR,Fort Worth,TX,1
1700 BLOCK 1 PENNSYLVANIA AVE W1,1700 1 PENNSYLVANIA AVE W,Fort Worth,TX,1
1700 BLOCK 3 BEAUVIOR DR 10,1700 3 BEAUVIOR DR,Fort Worth,TX,1
1700 BLOCK D MISTLETOE BL,1700 MISTLETOE BL,Fort Worth,TX,1
1700 BLOCK E IH 820 FW,1700 E INTERSTATE 820 FW,Fort Worth,TX,1
1700 BLOCK E IH 820 FWY,1700 E INTERSTATE 820 FREEWAY,Fort Worth,TX,1
1700 BLOCK E IH 820 FWY N,1700 E INTERSTATE 820 FREEWAY N,Fort Worth,TX,1
1700 BLOCK E ROBERT ST,1700 E ROBERT ST,Fort Worth,TX,1
1700 BLOCK N EDGEWOOD TER,1700 N EDGEWOOD TER,Fort Worth,TX,1
1700 BLOCK NW LORAINE ST,1700 NW LORAINE ST,Fort Worth,TX,2
1700 BLOCK S HENDERSON ST,1700 S HENDERSON ST,Fort Worth,TX,1
1700 BLOCK S IH 820 FW,1700 S INTERSTATE 820 FW,Fort Worth,TX,2
1700 BLOCK S RIVERSIDE DR,1700 S RIVERSIDE DR,Fort Worth,TX,1
1700 BLOCK Y CALIFORNIA PK,1700 CALIFORNIA PK,Fort Worth,TX,1
1700 E BELKNAP ST  200 NORTH FWY SR NB,1700 E BELKNAP ST 200 NORTH FREEWAY SERVICE ROAD,Fort Worth,TX,1
17000 BLOCK  JACKSBORO HWY,17000 JACKSBORO HWY,Fort Worth,TX,1
1800 BLOCK   NORTH-SOUTH FWY,1800 NORTH-SOUTH FREEWAY,Fort Worth,TX,1
1800 BLOCK  5TH AVE,1800 5TH AVE,Fort Worth,TX,2
1800 BLOCK  8TH AV,1800 8TH AV,Fort Worth,TX,1
1800 BLOCK  ANDREW AVE,1800 ANDREW AVE,Fort Worth,TX,5
1800 BLOCK  AVE E,1800 AVE E,Fort Worth,TX,1
1800 BLOCK  BEACON WA,1800 BEACON WAY,Fort Worth,TX,12
1800 BLOCK  BELLE PL,1800 BELLE PL,Fort Worth,TX,1
1800 BLOCK  BELMONT AV,1800 BELMONT AV,Fort Worth,TX,1
1800 BLOCK  BELSHIRE CT,1800 BELSHIRE CT,Fort Worth,TX,1
1800 BLOCK  BESSIE ST,1800 BESSIE ST,Fort Worth,TX,1
1800 BLOCK  BOMAR AV,1800 BOMAR AV,Fort Worth,TX,4
1800 BLOCK  CAMPBELL ST,1800 CAMPBELL ST,Fort Worth,TX,1
1800 BLOCK  CANYON RIDGE ST,1800 CANYON RIDGE ST,Fort Worth,TX,1
1800 BLOCK  CARVER AVE,1800 CARVER AVE,Fort Worth,TX,1
1800 BLOCK  CHRISTOPHER DR,1800 CHRISTOPHER DR,Fort Worth,TX,3
1800 BLOCK  CHRISTY CT,1800 CHRISTY CT,Fort Worth,TX,1
1800 BLOCK  COBB PARK DR,1800 COBB PARK DR,Fort Worth,TX,1
1800 BLOCK  COLEMAN AVE,1800 COLEMAN AVE,Fort Worth,TX,1
1800 BLOCK  COLLEGE AV,1800 COLLEGE AV,Fort Worth,TX,3
1800 BLOCK  CRESTED BUTTE DR,1800 CRESTED BUTTE DR,Fort Worth,TX,4
1800 BLOCK  CROOKED LN,1800 CROOKED LN,Fort Worth,TX,1
1800 BLOCK  DENVER AV,1800 DENVER AV,Fort Worth,TX,1
1800 BLOCK  DIAMOND LAKE TR,1800 DIAMOND LAKE TR,Fort Worth,TX,2
1800 BLOCK  DICKINSON AV,1800 DICKINSON AV,Fort Worth,TX,1
1800 BLOCK  DRUID LN,1800 DRUID LN,Fort Worth,TX,1
1800 BLOCK  EAGLE DR,1800 EAGLE DR,Fort Worth,TX,2
1800 BLOCK  EAST AVE,1800 EAST AVE,Fort Worth,TX,2
1800 BLOCK  EAST FWY,1800 EAST FREEWAY,Fort Worth,TX,1
1800 BLOCK  EAST LOOP 820,1800 EAST LOOP INTERSTATE 820,Fort Worth,TX,3
1800 BLOCK  EAST LOOP 820 SOUTH NB,1800 EAST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,1
1800 BLOCK  EDGECLIFF RD LOT 28,1800 EDGECLIFF RD LOT,Fort Worth,TX,1
1800 BLOCK  EFFIE ST,1800 EFFIE ST,Fort Worth,TX,2
1800 BLOCK  ELK LAKE TR,1800 ELK LAKE TR,Fort Worth,TX,1
1800 BLOCK  EPHRIHAM AV,1800 EPHRIHAM AV,Fort Worth,TX,1
1800 BLOCK  EVANS AVE,1800 EVANS AVE,Fort Worth,TX,3
1800 BLOCK  FAIRMOUNT AV,1800 FAIRMOUNT AV,Fort Worth,TX,1
1800 BLOCK  FAIRMOUNT AVE,1800 FAIRMOUNT AVE,Fort Worth,TX,2
1800 BLOCK  FOXFIELD WA,1800 FOXFIELD WAY,Fort Worth,TX,2
1800 BLOCK  FOXFIELD WAY,1800 FOXFIELD WAY,Fort Worth,TX,1
1800 BLOCK  GAINSBOROUGH WA,1800 GAINSBOROUGH WAY,Fort Worth,TX,4
1800 BLOCK  GLENMORE AVE,1800 GLENMORE AVE,Fort Worth,TX,1
1800 BLOCK  GOULD AV,1800 GOULD AV,Fort Worth,TX,1
1800 BLOCK  GOULD AVE,1800 GOULD AVE,Fort Worth,TX,3
1800 BLOCK  GRANADA RD,1800 GRANADA RD,Fort Worth,TX,1
